"Date","Price","Open","High","Low","Vol.","Change %"
"06/05/2001","116.97","113.64","117.60","113.56","6.15M","2.93%"
"06/04/2001","113.64","113.25","114.75","112.85","3.81M","0.66%"
"06/01/2001","112.89","112.50","113.60","111.90","5.14M","0.97%"
"05/31/2001","111.80","112.65","113.86","111.64","6.76M","-0.75%"
"05/30/2001","112.65","114.00","114.10","112.00","9.60M","-2.27%"
"05/29/2001","115.27","117.35","117.59","115.08","5.82M","-2.15%"
"05/25/2001","117.80","119.52","119.90","117.76","5.63M","-1.51%"
"05/24/2001","119.60","117.50","119.60","117.50","7.73M","1.87%"
"05/23/2001","117.40","117.80","118.95","117.10","6.40M","-0.52%"
"05/22/2001","118.01","119.70","119.70","117.25","6.01M","-0.87%"
"05/21/2001","119.04","117.95","119.90","117.55","8.41M","1.36%"
"05/18/2001","117.44","115.07","117.68","114.90","6.71M","2.06%"
"05/17/2001","115.07","115.80","117.09","115.05","6.89M","-0.63%"
"05/16/2001","115.80","112.50","115.80","112.20","7.80M","1.95%"
"05/15/2001","113.58","113.50","114.15","112.50","5.87M","0.91%"
"05/14/2001","112.56","111.20","113.18","111.00","5.25M","0.67%"
"05/11/2001","111.81","113.75","114.15","110.96","8.39M","-2.94%"
"05/10/2001","115.20","118.50","118.90","115.20","7.99M","-1.52%"
"05/09/2001","116.98","116.20","118.18","115.30","7.68M","-0.61%"
"05/08/2001","117.70","117.25","117.75","115.50","7.61M","1.55%"
"05/07/2001","115.90","116.20","117.25","115.00","6.09M","0.03%"
"05/04/2001","115.86","112.00","115.86","111.20","8.68M","1.90%"
"05/03/2001","113.70","114.60","115.10","112.35","6.58M","-1.47%"
"05/02/2001","115.40","118.30","118.95","113.74","9.71M","-2.62%"
"05/01/2001","118.51","115.85","118.65","114.90","7.79M","2.93%"
"04/30/2001","115.14","116.40","118.05","114.72","7.36M","-0.91%"
"04/27/2001","116.20","116.80","116.90","114.55","7.41M","2.16%"
"04/26/2001","113.74","114.95","116.70","113.68","7.35M","-0.97%"
"04/25/2001","114.85","112.00","114.85","111.99","6.86M","1.93%"
"04/24/2001","112.67","113.40","114.75","112.30","8.74M","0.60%"
"04/23/2001","112.00","114.01","114.05","111.68","8.54M","-2.46%"
"04/20/2001","114.83","114.35","116.40","113.75","12.76M","0.31%"
"04/19/2001","114.47","112.00","115.90","110.45","25.83M","7.48%"
"04/18/2001","106.50","103.00","110.00","102.30","19.88M","6.82%"
"04/17/2001","99.70","97.00","99.88","97.00","9.96M","3.05%"
"04/16/2001","96.75","96.20","99.89","95.20","9.19M","0.57%"
"04/12/2001","96.20","96.40","97.50","95.15","9.39M","-1.26%"
"04/11/2001","97.43","101.50","101.94","95.80","11.50M","-1.64%"
"04/10/2001","99.05","97.00","99.90","96.56","10.50M","3.18%"
"04/09/2001","96.00","98.50","98.74","93.80","9.49M","-1.99%"
"04/06/2001","97.95","98.00","100.00","96.40","13.42M","-0.26%"
"04/05/2001","98.21","95.80","100.00","95.51","12.51M","6.75%"
"04/04/2001","92.00","90.45","94.05","90.05","13.52M","1.78%"
"04/03/2001","90.39","94.60","94.65","90.10","13.33M","-4.51%"
"04/02/2001","94.66","97.45","98.10","93.58","8.79M","-1.58%"
"03/30/2001","96.18","96.50","97.56","95.14","9.49M","1.20%"
"03/29/2001","95.04","94.46","97.07","94.26","10.55M","0.67%"
"03/28/2001","94.41","97.90","98.45","94.25","11.89M","-5.12%"
"03/27/2001","99.50","94.00","100.00","93.97","11.85M","4.30%"
"03/26/2001","95.40","95.25","95.66","93.75","8.58M","2.02%"
"03/23/2001","93.51","93.50","94.99","90.29","12.23M","4.95%"
"03/22/2001","89.10","89.12","91.00","87.65","13.33M","0.02%"
"03/21/2001","89.08","88.45","91.60","87.75","11.01M","0.88%"
"03/20/2001","88.30","91.60","92.03","88.10","10.10M","-4.64%"
"03/19/2001","92.60","91.00","92.80","89.20","10.24M","2.77%"
"03/16/2001","90.10","93.90","93.94","88.20","20.04M","-5.71%"
"03/15/2001","95.56","96.00","97.87","95.17","8.42M","0.63%"
"03/14/2001","94.96","95.40","98.90","93.34","14.25M","-3.49%"
"03/13/2001","98.39","95.10","98.44","94.20","12.13M","3.04%"
"03/12/2001","95.49","97.90","98.40","95.02","14.49M","-3.83%"
"03/09/2001","99.29","105.00","105.01","97.91","16.69M","-6.74%"
"03/08/2001","106.47","107.17","107.34","105.37","6.79M","-1.00%"
"03/07/2001","107.55","107.45","108.25","105.66","7.79M","1.46%"
"03/06/2001","106.00","106.25","108.40","105.25","8.12M","1.04%"
"03/05/2001","104.91","102.81","105.60","102.64","6.74M","2.55%"
"03/02/2001","102.30","104.00","107.65","100.94","14.75M","-3.54%"
"03/01/2001","106.05","99.30","106.40","97.50","15.10M","6.16%"
"02/28/2001","99.90","102.95","103.54","99.10","11.93M","-2.62%"
"02/27/2001","102.59","104.90","106.87","102.56","9.79M","-2.57%"
"02/26/2001","105.30","105.80","105.80","101.83","8.34M","1.25%"
"02/23/2001","104.00","107.50","107.50","100.25","15.28M","-4.50%"
"02/22/2001","108.90","106.50","110.90","103.38","11.71M","1.29%"
"02/21/2001","107.51","109.55","111.50","107.29","9.16M","-3.58%"
"02/20/2001","111.50","114.55","115.60","110.78","6.75M","-3.04%"
"02/16/2001","115.00","114.55","115.75","113.94","7.07M","-1.52%"
"02/15/2001","116.78","116.80","118.64","116.38","8.10M","1.46%"
"02/14/2001","115.10","113.75","116.17","112.50","7.03M","1.19%"
"02/13/2001","113.75","114.15","117.38","113.07","7.19M","-1.00%"
"02/12/2001","114.90","110.55","115.72","110.30","6.73M","2.59%"
"02/09/2001","112.00","114.03","114.99","111.00","6.32M","-1.84%"
"02/08/2001","114.10","116.91","118.20","114.03","8.38M","-2.40%"
"02/07/2001","116.91","113.40","117.60","112.67","9.01M","2.38%"
"02/06/2001","114.19","112.23","115.69","111.20","7.53M","1.76%"
"02/05/2001","112.22","109.40","112.60","109.30","5.11M","1.77%"
"02/02/2001","110.27","112.75","113.99","109.60","5.43M","-3.31%"
"02/01/2001","114.05","112.40","114.34","111.20","5.58M","1.83%"
"01/31/2001","112.00","115.75","116.75","112.00","8.31M","-3.95%"
"01/30/2001","116.61","115.00","116.75","113.40","8.24M","1.42%"
"01/29/2001","114.98","112.50","115.50","112.47","5.13M","0.69%"
"01/26/2001","114.19","109.62","115.25","109.19","9.10M","3.11%"
"01/25/2001","110.75","110.12","111.12","109.44","4.98M","0.28%"
"01/24/2001","110.44","109.06","111.44","108.94","6.76M","1.27%"
"01/23/2001","109.06","109.56","109.94","107.62","9.83M","0.46%"
"01/22/2001","108.56","109.50","109.94","108.19","9.62M","-2.42%"
"01/19/2001","111.25","107.50","113.94","107.25","14.76M","2.71%"
"01/18/2001","108.31","104.38","110.00","103.50","25.24M","12.02%"
"01/17/2001","96.69","95.38","97.75","94.31","9.73M","4.25%"
"01/16/2001","92.75","93.75","94.00","91.81","5.67M","-1.13%"
"01/12/2001","93.81","93.69","96.44","92.38","6.45M","0.13%"
"01/11/2001","93.69","92.94","94.25","91.25","9.64M","0.27%"
"01/10/2001","93.44","92.50","94.94","91.69","7.66M","0.95%"
"01/09/2001","92.56","94.44","95.75","91.44","7.52M","-1.07%"
"01/08/2001","93.56","93.50","93.94","91.56","6.06M","-0.47%"
"01/05/2001","94.00","93.94","94.69","91.00","8.04M","0.87%"
"01/04/2001","93.19","94.75","99.75","92.69","15.42M","-1.51%"
"01/03/2001","94.62","83.75","95.00","83.75","12.77M","11.57%"
"01/02/2001","84.81","84.50","87.50","84.12","8.01M","-0.22%"
"12/29/2000","85.00","86.94","86.94","84.25","6.94M","-0.29%"
"12/28/2000","85.25","83.50","88.19","82.12","9.80M","0.66%"
"12/27/2000","84.69","84.75","88.12","83.56","8.25M","-0.14%"
"12/26/2000","84.81","89.00","89.56","84.25","6.05M","-4.71%"
"12/22/2000","89.00","84.50","89.38","84.50","9.51M","9.12%"
"12/21/2000","81.56","85.50","87.94","80.06","12.73M","-5.16%"
"12/20/2000","86.00","85.88","88.00","84.81","12.58M","-4.57%"
"12/19/2000","90.12","90.19","94.44","89.81","7.71M","-0.42%"
"12/18/2000","90.50","88.38","90.50","88.38","7.69M","3.06%"
"12/15/2000","87.81","90.00","90.69","87.31","14.25M","-5.01%"
"12/14/2000","92.44","92.00","93.69","91.81","6.13M","1.30%"
"12/13/2000","91.25","94.88","96.62","90.69","6.99M","-2.80%"
"12/12/2000","93.88","95.25","96.12","92.50","7.91M","-1.18%"
"12/11/2000","95.00","96.50","98.25","93.75","6.19M","-2.06%"
"12/08/2000","97.00","98.00","99.00","95.75","6.14M","1.70%"
"12/07/2000","95.38","95.06","95.94","93.12","7.92M","-1.42%"
"12/06/2000","96.75","101.75","101.81","94.81","10.10M","-6.41%"
"12/05/2000","103.38","100.44","104.75","99.62","7.80M","5.08%"
"12/04/2000","98.38","96.00","99.19","95.75","5.57M","2.89%"
"12/01/2000","95.62","94.44","99.31","94.38","7.53M","2.27%"
"11/30/2000","93.50","98.00","98.00","92.25","10.65M","-6.32%"
"11/29/2000","99.81","97.75","99.94","96.69","5.52M","1.97%"
"11/28/2000","97.88","98.75","100.75","97.38","4.80M","-0.57%"
"11/27/2000","98.44","100.44","102.00","98.44","3.87M","-1.50%"
"11/24/2000","99.94","99.38","101.75","99.25","2.50M","1.46%"
"11/22/2000","98.50","98.50","100.81","98.31","5.54M","0.00%"
"11/21/2000","98.50","103.25","104.38","98.50","7.18M","-4.60%"
"11/20/2000","103.25","101.50","103.25","100.88","7.43M","1.29%"
"11/17/2000","101.94","98.31","102.50","98.25","7.72M","3.76%"
"11/16/2000","98.25","99.25","99.69","98.25","3.74M","-1.14%"
"11/15/2000","99.38","99.50","100.06","97.62","4.16M","-0.12%"
"11/14/2000","99.50","99.25","99.88","98.50","5.15M","2.11%"
"11/13/2000","97.44","91.81","99.44","91.50","8.68M","4.77%"
"11/10/2000","93.00","98.00","98.38","93.00","6.81M","-6.48%"
"11/09/2000","99.44","96.75","100.00","95.69","9.05M","-0.56%"
"11/08/2000","100.00","103.62","103.75","99.25","6.99M","-2.26%"
"11/07/2000","102.31","101.12","103.50","100.69","5.42M","1.99%"
"11/06/2000","100.31","99.88","102.38","99.44","4.45M","0.19%"
"11/03/2000","100.12","102.50","102.62","99.38","5.85M","-1.79%"
"11/02/2000","101.94","99.00","102.31","98.50","7.45M","3.43%"
"11/01/2000","98.56","98.44","99.88","97.25","7.47M","0.06%"
"10/31/2000","98.50","93.75","99.12","93.75","10.90M","5.56%"
"10/30/2000","93.31","93.50","93.75","90.31","8.09M","-0.41%"
"10/27/2000","93.69","93.00","93.69","91.00","6.43M","1.01%"
"10/26/2000","92.75","88.00","92.88","87.62","10.14M","5.93%"
"10/25/2000","87.56","90.50","90.94","86.94","14.06M","-4.24%"
"10/24/2000","91.44","93.00","94.38","90.19","8.83M","-1.55%"
"10/23/2000","92.88","94.94","95.00","91.06","9.34M","-1.97%"
"10/20/2000","94.75","95.12","97.12","94.19","9.37M","-1.75%"
"10/19/2000","96.44","98.00","98.50","92.69","17.97M","1.05%"
"10/18/2000","95.44","96.75","99.12","90.25","29.78M","-15.54%"
"10/17/2000","113.00","111.94","113.88","108.56","8.88M","1.69%"
"10/16/2000","111.12","111.50","113.12","108.56","7.71M","1.89%"
"10/13/2000","109.06","104.19","110.44","104.19","9.09M","5.76%"
"10/12/2000","103.12","114.25","114.38","103.12","9.70M","-7.93%"
"10/11/2000","112.00","111.88","112.94","107.50","8.78M","-2.51%"
"10/10/2000","114.88","116.62","117.12","112.44","5.61M","-2.59%"
"10/09/2000","117.94","115.94","119.38","114.31","4.90M","1.67%"
"10/06/2000","116.00","114.00","116.12","112.75","6.11M","2.48%"
"10/05/2000","113.19","113.81","114.56","111.56","5.55M","-1.04%"
"10/04/2000","114.38","110.38","114.88","108.56","11.67M","3.46%"
"10/03/2000","110.56","118.88","119.38","110.00","11.74M","-6.15%"
"10/02/2000","117.81","112.62","119.62","112.62","8.87M","4.61%"
"09/29/2000","112.62","115.50","116.94","110.25","9.59M","-2.28%"
"09/28/2000","115.25","117.38","118.88","115.00","5.31M","-2.33%"
"09/27/2000","118.00","120.06","120.31","115.50","5.95M","-0.94%"
"09/26/2000","119.12","120.00","121.88","118.38","6.22M","-3.15%"
"09/25/2000","123.00","124.50","126.62","121.00","4.29M","-0.71%"
"09/22/2000","123.88","123.00","124.31","121.31","5.93M","1.96%"
"09/21/2000","121.50","124.19","126.69","120.00","4.30M","-2.61%"
"09/20/2000","124.75","124.69","126.56","123.50","4.62M","-0.15%"
"09/19/2000","124.94","122.75","126.25","122.56","3.34M","1.37%"
"09/18/2000","123.25","125.25","126.00","123.06","3.93M","-1.40%"
"09/15/2000","125.00","126.81","127.25","124.75","5.48M","-1.48%"
"09/14/2000","126.88","128.00","129.19","126.31","4.43M","-0.63%"
"09/13/2000","127.69","123.12","128.81","122.75","5.47M","2.15%"
"09/12/2000","125.00","124.81","126.88","124.06","5.00M","0.40%"
"09/11/2000","124.50","127.88","128.25","123.62","7.62M","-3.86%"
"09/08/2000","129.50","132.50","132.94","129.38","4.99M","-2.90%"
"09/07/2000","133.37","131.88","134.50","131.88","4.62M","1.47%"
"09/06/2000","131.44","130.88","134.88","130.38","6.47M","0.19%"
"09/05/2000","131.19","132.81","133.31","130.81","4.11M","-1.82%"
"09/01/2000","133.62","133.06","134.94","132.62","5.78M","1.21%"
"08/31/2000","132.02","131.88","134.19","131.62","5.47M","1.31%"
"08/30/2000","130.31","130.75","131.50","129.56","4.93M","-1.93%"
"08/29/2000","132.88","131.50","134.25","131.00","6.04M","1.05%"
"08/28/2000","131.50","129.88","133.19","129.75","8.54M","1.94%"
"08/25/2000","129.00","124.31","129.88","124.25","8.28M","3.36%"
"08/24/2000","124.81","123.00","125.44","122.69","5.99M","1.27%"
"08/23/2000","123.25","120.31","123.75","119.88","4.25M","1.54%"
"08/22/2000","121.38","121.19","122.19","121.00","2.77M","-0.05%"
"08/21/2000","121.44","121.06","122.19","120.06","3.23M","0.83%"
"08/18/2000","120.44","122.38","123.38","120.12","4.13M","-1.68%"
"08/17/2000","122.50","119.75","122.81","119.50","4.34M","0.10%"
"08/16/2000","122.38","121.06","122.94","119.50","5.95M","0.31%"
"08/15/2000","122.00","122.06","122.62","120.75","4.38M","-1.01%"
"08/14/2000","123.25","120.00","123.69","119.31","4.95M","2.18%"
"08/11/2000","120.62","119.75","121.81","119.19","6.14M","0.73%"
"08/10/2000","119.75","118.75","120.25","117.88","5.48M","0.84%"
"08/09/2000","118.75","119.00","120.81","118.75","6.59M","-0.11%"
"08/08/2000","118.88","115.69","119.62","115.56","5.74M","2.21%"
"08/07/2000","116.31","116.62","119.00","115.81","5.91M","0.37%"
"08/04/2000","115.88","116.00","116.50","114.31","4.46M","-0.10%"
"08/03/2000","116.00","113.00","116.50","112.31","5.57M","1.53%"
"08/02/2000","114.25","111.00","114.88","110.75","5.88M","3.39%"
"08/01/2000","110.50","112.00","112.44","110.25","3.00M","-1.56%"
"07/31/2000","112.25","110.50","113.69","110.06","5.11M","0.39%"
"07/28/2000","111.81","111.12","112.50","108.88","5.36M","1.36%"
"07/27/2000","110.31","109.88","111.50","109.31","4.05M","0.39%"
"07/26/2000","109.88","111.00","112.38","108.88","6.67M","-1.89%"
"07/25/2000","112.00","113.25","113.38","110.25","5.57M","-0.44%"
"07/24/2000","112.50","114.12","115.62","111.62","6.81M","-1.96%"
"07/21/2000","114.75","117.00","117.00","113.75","8.97M","-2.13%"
"07/20/2000","117.25","112.00","117.81","111.75","23.05M","7.82%"
"07/19/2000","108.75","102.38","109.50","101.00","7.78M","5.27%"
"07/18/2000","103.31","104.12","104.81","102.62","6.45M","-2.08%"
"07/17/2000","105.50","104.44","107.88","104.19","6.63M","1.50%"
"07/14/2000","103.94","103.75","104.88","103.12","4.02M","-0.06%"
"07/13/2000","104.00","105.44","105.94","102.00","5.67M","-0.59%"
"07/12/2000","104.62","103.19","105.88","102.62","5.55M","2.57%"
"07/11/2000","102.00","103.25","104.00","101.00","5.62M","-1.27%"
"07/10/2000","103.31","104.69","104.94","102.88","4.21M","-1.67%"
"07/07/2000","105.06","102.69","105.06","101.62","9.03M","3.76%"
"07/06/2000","101.25","105.00","105.12","100.00","12.93M","-3.57%"
"07/05/2000","105.00","105.62","105.62","101.12","14.34M","-4.11%"
"07/03/2000","109.50","108.75","109.88","108.31","2.30M","-0.05%"
"06/30/2000","109.56","112.69","113.19","108.62","8.61M","-3.89%"
"06/29/2000","114.00","111.75","114.38","110.06","7.69M","0.19%"
"06/28/2000","113.78","110.00","115.19","109.88","6.44M","3.67%"
"06/27/2000","109.75","111.62","112.81","108.75","6.61M","-4.07%"
"06/26/2000","114.41","113.00","115.75","112.88","3.63M","2.26%"
"06/23/2000","111.88","113.50","113.62","110.81","3.36M","0.06%"
"06/22/2000","111.81","114.12","114.31","111.25","4.85M","-2.35%"
"06/21/2000","114.50","115.56","115.94","113.50","6.49M","-1.62%"
"06/20/2000","116.38","120.00","120.69","115.38","7.10M","-3.32%"
"06/19/2000","120.38","113.50","120.38","113.25","6.06M","6.30%"
"06/16/2000","113.25","116.31","117.69","113.25","8.05M","-3.05%"
"06/15/2000","116.81","116.00","119.00","115.88","5.39M","0.70%"
"06/14/2000","116.00","118.88","120.00","115.50","5.28M","-2.77%"
"06/13/2000","119.31","118.88","119.94","116.75","4.01M","0.40%"
"06/12/2000","118.84","119.12","120.44","118.84","3.64M","-0.71%"
"06/09/2000","119.69","119.88","120.75","118.88","4.74M","-0.05%"
"06/08/2000","119.75","119.38","122.31","117.50","9.33M","-1.03%"
"06/07/2000","121.00","112.50","121.75","111.50","11.12M","7.67%"
"06/06/2000","112.38","112.25","114.62","111.25","5.37M","-0.38%"
"06/05/2000","112.81","108.44","114.19","108.44","7.28M","3.68%"
"06/02/2000","108.81","109.00","109.75","107.62","5.47M","2.65%"
"06/01/2000","106.00","107.56","108.94","105.50","5.71M","-1.22%"
"05/31/2000","107.31","110.50","110.75","107.19","3.73M","-3.27%"
"05/30/2000","110.94","107.75","111.00","107.69","3.62M","3.74%"
"05/26/2000","106.94","105.50","107.19","104.56","4.30M","0.41%"
"05/25/2000","106.50","110.50","112.25","106.38","5.97M","-2.85%"
"05/24/2000","109.62","106.50","110.00","104.19","8.18M","2.09%"
"05/23/2000","107.38","109.00","110.00","107.12","5.98M","-1.71%"
"05/22/2000","109.25","106.00","109.25","103.44","6.77M","2.64%"
"05/19/2000","106.44","106.06","107.50","105.00","6.42M","0.36%"
"05/18/2000","106.06","106.12","107.31","104.69","4.58M","-1.69%"
"05/17/2000","107.88","107.50","108.88","106.12","5.52M","-1.03%"
"05/16/2000","109.00","105.12","109.25","105.00","7.27M","4.62%"
"05/15/2000","104.19","104.00","104.88","102.00","5.91M","-0.24%"
"05/12/2000","104.44","103.75","105.75","103.25","5.60M","0.00%"
"05/11/2000","104.44","104.00","107.50","103.19","8.11M","1.40%"
"05/10/2000","103.00","105.50","105.69","102.06","10.01M","-5.50%"
"05/09/2000","109.00","110.50","110.62","108.25","4.86M","-0.68%"
"05/08/2000","109.75","108.06","110.38","107.62","4.83M","1.73%"
"05/05/2000","107.88","106.62","109.62","106.50","4.70M","0.24%"
"05/04/2000","107.62","109.12","109.19","107.19","3.63M","-0.46%"
"05/03/2000","108.12","110.50","111.12","106.56","5.54M","-2.93%"
"05/02/2000","111.38","111.00","113.62","110.69","4.09M","-0.55%"
"05/01/2000","112.00","112.50","113.19","110.44","4.20M","0.45%"
"04/28/2000","111.50","112.00","112.69","110.12","4.89M","0.80%"
"04/27/2000","110.62","109.50","113.12","108.69","6.32M","0.11%"
"04/26/2000","110.50","112.50","113.94","109.00","6.18M","-1.78%"
"04/25/2000","112.50","106.50","113.00","106.44","9.58M","5.63%"
"04/24/2000","106.50","102.00","107.19","101.25","8.52M","2.40%"
"04/20/2000","104.00","105.00","105.25","102.06","10.63M","-0.95%"
"04/19/2000","105.00","109.75","109.75","102.81","14.67M","-5.83%"
"04/18/2000","111.50","112.25","115.12","110.06","8.21M","-0.34%"
"04/17/2000","111.88","103.88","112.25","103.31","9.97M","6.55%"
"04/14/2000","105.00","109.81","112.75","102.88","11.78M","-5.08%"
"04/13/2000","110.62","112.50","114.31","110.00","8.24M","-2.75%"
"04/12/2000","113.75","119.62","119.62","111.69","8.89M","-4.72%"
"04/11/2000","119.38","121.62","121.62","117.81","7.74M","-2.24%"
"04/10/2000","122.12","124.75","125.38","121.56","5.51M","-0.81%"
"04/07/2000","123.12","123.50","125.69","121.50","5.38M","0.30%"
"04/06/2000","122.75","123.50","128.00","122.62","8.89M","-1.80%"
"04/05/2000","125.00","120.50","125.75","119.75","8.45M","3.14%"
"04/04/2000","121.19","121.50","126.94","115.06","16.67M","-0.66%"
"04/03/2000","122.00","120.00","122.38","119.44","7.72M","3.06%"
"03/31/2000","118.38","122.62","123.75","117.06","8.02M","-3.56%"
"03/30/2000","122.75","118.88","123.00","118.69","9.16M","3.15%"
"03/29/2000","119.00","122.31","122.44","118.50","7.31M","-2.86%"
"03/28/2000","122.50","125.75","127.00","122.06","8.15M","-3.45%"
"03/27/2000","126.88","125.00","128.25","124.62","11.86M","5.19%"
"03/24/2000","120.62","115.38","122.25","115.06","12.13M","4.66%"
"03/23/2000","115.25","115.88","115.88","111.62","6.49M","0.88%"
"03/22/2000","114.25","114.50","115.38","113.88","6.14M","0.66%"
"03/21/2000","113.50","112.81","114.69","111.94","6.77M","0.67%"
"03/20/2000","112.75","110.00","113.38","109.94","6.56M","2.50%"
"03/17/2000","110.00","108.25","111.69","107.69","8.86M","0.92%"
"03/16/2000","109.00","109.00","109.81","107.88","6.62M","1.87%"
"03/15/2000","107.00","107.50","108.25","106.12","5.67M","-1.49%"
"03/14/2000","108.62","107.75","110.00","107.38","7.97M","0.86%"
